island,locality,area,price,beds,size,floor,date
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,137000,2,77,3,2020-09-09
Mallorca,Llucmajor,S'Arenal,188000,3,115,1,2020-09-09
Mallorca,Palma de Mallorca,Son Oliva,147000,2,70,2,2020-09-09
Mallorca,Selva,,175000,2,73,1,2020-09-09
Mallorca,Andratx,Andratx Pueblo,179000,2,85,1,2020-09-09
Mallorca,Palma de Mallorca,Pere Garau,160000,3,73,4,2020-09-09
Mallorca,Palma de Mallorca,Son Rapinya - Los Almendros,189000,3,90,2,2020-09-09
Mallorca,Palma de Mallorca,Son Roca - Son Ximelis - Son Anglada,140000,2,85,4,2020-09-09
Mallorca,Inca,Gran Via de Colom,180000,3,98,2,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,199999,2,70,1,2020-09-09
Mallorca,Llucmajor,Ses Palmeres,155000,2,58,1,2020-09-09
Mallorca,Campos,43,179000,2,100,1,2020-09-09
Mallorca,Inca,Cristo Rey - Parque Europa,200000,2,100,1,2020-09-09
Mallorca,Palma de Mallorca,Son Canals - Can Capes,185000,3,90,2,2020-09-09
Mallorca,Lloseta,NN,186000,3,94,2,2020-09-09
Mallorca,Alaró,36,190000,2,80,1,2020-09-09
Mallorca,Palma de Mallorca,Coll d'En Rabassa,200000,2,89,8,2020-09-09
Mallorca,Palma de Mallorca,Plaça de Toros,169000,2,90,2,2020-09-09
Mallorca,Palma de Mallorca,La Soledat,189000,4,140,1,2020-09-09
Mallorca,Campos,62,165000,3,83,1,2020-09-09
Mallorca,Palma de Mallorca,Son Xigala,190000,3,85,2,2020-09-09
Mallorca,Pobla (Sa),15,135000,3,90,1,2020-09-09
Mallorca,Palma de Mallorca,Son Cladera - Son Fuster,120000,3,80,5,2020-09-09
Mallorca,Alcúdia,Ciutat d'Alcúdia,180000,2,82,2,2020-09-09
Mallorca,Pobla (Sa),58,140000,2,90,2,2020-09-09
Mallorca,Marratxi,Sa Cabana - Can Carbonell - Ses Cases Noves,200000,4,120,3,2020-09-09
Mallorca,Palma de Mallorca,Plaça de Toros,195000,2,95,4,2020-09-09
