date,daily_cases,country
"2020-08-11
,
,11
,26
,68
,(2) 65
,2
,1
,3
,(2) 19
,4
,22
,1
,23
,3
,
,(1) 23
,1
,20
,11
,89
,20
,
,
,
,
,49
,13,561
,213
,202,461
,7,316,918
,
,
",412,Italy
"2020-08-12
,
,26
,(2) 42
,102
,(7) 60
,
,4
,9
,41
,16
,33
,6
,(1) 37
,9
,
,29
,
,33
,4
,29
,1
,
,
,
,
,53
,13,791
,236
,202,697
,7,369,576
,
,
",481,Italy
"2020-08-13
,
,63
,(1) 26
,(2) 74
,(2) 84
,2
,3
,15
,37
,11
,28
,7
,(1) 36
,16
,6
,27
,1
,16
,12
,42
,17
,
,
,
,
,55
,14,081
,226
,202,923
,7,420,764
,
,
",523,Italy
"2020-08-14
,
,20
,15
,(1) 97
,(1) 127
,3
,3
,8
,57
,32
,26
,8
,(1) 45
,13
,
,44
,4
,12
,19
,36
,5
,
,
,
,
,56
,14,249
,403
,203,326
,7,467,487
,
,
",574,Italy
"2020-08-15
,
,33
,47
,(1) 94
,(1) 120
,
,9
,15
,(1) 71
,11
,(1) 38
,13
,58
,13
,2
,18
,4
,22
,10
,46
,5
,
,
,
,
,55
,14,406
,314
,203,640
,7,520,610
,
,
",629,Italy
"2020-08-16
,
,12
,40
,(3) 61
,78
,
,9
,8
,51
,5
,34
,3
,68
,2
,
,46
,
,15
,3
,(1) 39
,5
,
,
,
,
,56
,14,733
,146
,203,786
,7,557,417
,
,
",479,Italy
"2020-08-17
,1
,16
,(1) 16
,43
,46
,1
,2
,5
,41
,8
,(1) 21
,1
,51
,5
,
,34
,
,(1) 4
,4
,(1) 14
,7
,
,
,
,
,58
,14,867
,182
,203,968
,7,588,083
,
,
",320,Italy
"2020-08-18
,
,27
,(1) 27
,50
,(2) 60
,2
,
,10
,(1) 21
,15
,31
,10
,(1) 43
,5
,9
,35
,8
,20
,5
,13
,12
,
,
,
,
,58
,15,089
,174
,204,142
,7,642,059
,
,
",403,Italy
"2020-08-19
,2
,30
,(1) 42
,(4) 91
,(1) 59
,2
,7
,11
,(1) 76
,7
,40
,4
,75
,7
,7
,56
,1
,33
,10
,45
,37
,
,
,
,
,66
,15,360
,364
,204,506
,7,713,154
,
,
",642,Italy
"2020-08-20
,1
,(2) 31
,52
,(2) 154
,(1) 159
,4
,21
,15
,52
,13
,59
,17
,(1) 115
,4
,4
,53
,2
,20
,10
,37
,23
,
,
,
,
,68
,16,014
,180
,204,686
,7,790,596
,
,
",845,Italy
"2020-08-21
,
,21
,39
,(6) 174
,(2) 116
,4
,5
,36
,82
,17
,79
,22
,(1) 137
,23
,2
,67
,
,35
,2
,44
,42
,
,
,
,
,69
,16,678
,274
,204,960
,7,862,592
,
,
",947,Italy
"2020-08-22
,
,34
,(1) 41
,185
,(2) 160
,9
,19
,33
,80
,10
,53
,18
,215
,24
,1
,61
,3
,22
,11
,48
,44
,
,
,
,
,64
,17,503
,243
,205,203
,7,940,266
,
,
","1,071",Italy
"2020-08-23
,
,28
,42
,(4) 239
,145
,3
,13
,24
,(1) 127
,5
,59
,19
,(1) 184
,21
,1
,(1) 138
,5
,33
,8
,35
,81
,
,
,
,
,69
,18,438
,267
,205,470
,8,007,637
,
,
","1,210",Italy
"2020-08-24
,
,26
,40
,(1) 110
,116
,1
,15
,2
,(2) 116
,3
,44
,11
,(1) 146
,4
,
,116
,
,45
,2
,65
,91
,
,
,
,
,65
,19,195
,192
,205,662
,8,053,551
,
,
",953,Italy
"2020-08-25
,2
,12
,57
,119
,(3) 119
,3
,9
,9
,65
,11
,34
,29
,143
,10
,
,(1) 138
,3
,49
,8
,24
,34
,
,
,
,
,66
,19,714
,353
,206,015
,8,125,892
,
,
",878,Italy
"2020-08-26
,
,41
,(1) 75
,269
,(9) 147
,7
,5
,33
,120
,9
,(1) 161
,20
,(1) 162
,26
,9
,(1) 135
,3
,51
,8
,33
,53
,
,
,
,
,69
,20,753
,314
,206,329
,8,219,421
,
,
","1,367",Italy
"2020-08-27
,1
,37
,88
,286
,(1) 132
,15
,9
,25
,171
,61
,99
,20
,(1) 152
,18
,1
,(2) 130
,6
,(1) 47
,6
,50
,57
,
,
,
,
,67
,21,932
,225
,206,554
,8,313,445
,
,
","1,411",Italy
"2020-08-28
,2
,46
,(1) 91
,(3) 316
,(2) 135
,16
,8
,19
,(1) 164
,17
,(1) 82
,22
,(1) 166
,20
,1
,183
,4
,51
,10
,54
,55
,
,
,
,
,74
,23,035
,348
,206,902
,8,410,510
,
,
","1,462",Italy
"2020-08-29
,4
,47
,90
,289
,(1) 151
,14
,9
,20
,149
,12
,92
,12
,171
,14
,2
,188
,5
,65
,11
,29
,70
,
,
,
,
,79
,24,156
,322
,207,224
,8,509,618
,
,
","1,444",Italy
"2020-08-30
,2
,53
,(1) 60
,(3) 235
,109
,8
,8
,16
,109
,15
,98
,31
,156
,34
,1
,270
,1
,69
,34
,34
,22
,
,
,
,
,86
,25,205
,312
,207,536
,8,586,341
,
,
","1,365",Italy
"2020-08-31
,9
,44
,37
,(2) 135
,65
,4
,3
,5
,(4) 117
,2
,73
,9
,148
,4
,
,184
,
,38
,14
,26
,79
,
,
,
,
,94
,26,078
,117
,207,653
,8,644,859
,
,
",996,Italy
"2020-09-01
,
,19
,42
,(2) 242
,(2) 97
,3
,13
,17
,99
,16
,(1) 40
,10
,125
,5
,3
,(1) 102
,1
,(1) 39
,22
,(1) 33
,50
,
,
,
,
,107
,26,754
,291
,207,944
,8,725,909
,
,
",978,Italy
"2020-09-02
,2
,47
,(1) 66
,(2) 237
,(1) 163
,33
,10
,(1) 20
,107
,17
,69
,27
,130
,24
,
,117
,2
,67
,32
,83
,(1) 73
,
,
,
,
,109
,27,817
,257
,208,201
,8,828,868
,
,
","1,326",Italy
"2020-09-03
,4
,(1) 22
,(1) 75
,(1) 228
,115
,91
,4
,25
,118
,(1) 21
,(1) 113
,9
,(1) 154
,24
,15
,193
,2
,(3) 78
,13
,(1) 54
,39
,
,
,
,
,120
,28,915
,289
,208,490
,8,921,658
,
,
","1,397",Italy
"2020-09-04
,2
,47
,(1) 82
,(6) 337
,(3) 273
,23
,11
,23
,126
,17
,99
,35
,171
,25
,4
,(1) 171
,7
,117
,19
,78
,66
,
,
,
,
,121
,30,099
,537
,209,027
,9,034,743
,
,
","1,733",Italy
"2020-09-05
,
,(1) 95
,(1) 54
,(1) 388
,(4) 188
,53
,23
,49
,(1) 134
,32
,113
,(1) 16
,(1) 158
,13
,
,(1) 119
,7
,(2) 55
,(1) 19
,(1) 114
,(1) 65
,
,
,
,
,121
,31,194
,583
,209,610
,9,124,401
,
,
","1,695",Italy
"2020-09-06
,
,(2) 111
,56
,(3) 198
,179
,33
,7
,20
,124
,20
,122
,25
,(1) 122
,26
,2
,100
,9
,(1) 60
,27
,37
,19
,
,
,
,
,133
,32,078
,405
,210,015
,9,219,257
,
,
","1,297",Italy
"2020-09-07
,
,(2) 59
,(1) 37
,(6) 109
,69
,17
,
,11
,132
,6
,(1) 85
,13
,159
,15
,9
,218
,1
,(2) 43
,17
,49
,59
,
,
,
,
,142
,32,993
,223
,210,238
,9,271,810
,
,
","1,108",Italy
"2020-09-08
,5
,(1) 64
,(1) 42
,(2) 271
,(2) 105
,3
,4
,12
,(1) 94
,15
,(1) 59
,7
,129
,14
,3
,249
,8
,(2) 143
,8
,84
,51
,
,
,
,
,143
,33,789
,563
,210,801
,9,364,213
,
,
","1,370",Italy
"2020-09-09
,
,(1) 51
,112
,(3) 218
,(3) 91
,7
,10
,54
,(2) 110
,19
,(2) 88
,33
,175
,5
,4
,(1) 203
,14
,97
,19
,77
,(2) 47
,
,
,
,
,150
,34,734
,471
,211,272
,9,460,203
,
,
","1,434",Italy
"2020-09-10
,
,114
,(1) 74
,(1) 245
,147
,82
,20
,39
,(1) 110
,(1) 40
,92
,24
,(1) 163
,11
,3
,(1) 180
,6
,(3) 70
,8
,106
,(1) 63
,
,
,
,
,164
,35,708
,613
,211,885
,9,554,389
,
,
","1,597",Italy
"2020-09-11
,3
,82
,57
,(4) 257
,(3) 173
,29
,26
,34
,152
,41
,(1) 147
,17
,(1) 148
,35
,4
,(1) 140
,12
,82
,8
,104
,65
,
,
,
,
,175
,36,767
,547
,212,432
,9,653,269
,
,
","1,616",Italy
"2020-09-12
,1
,112
,93
,269
,(3) 138
,22
,25
,39
,(1) 138
,27
,138
,33
,(1) 155
,11
,3
,103
,5
,76
,18
,44
,(1) 51
,
,
,
,
,182
,37,503
,759
,213,191
,9,745,975
,
,
","1,501",Italy
"2020-09-13
,2
,78
,82
,(3) 265
,(1) 142
,9
,40
,45
,143
,39
,(1) 91
,24
,(1) 143
,37
,3
,122
,3
,82
,14
,(1) 61
,33
,
,
,
,
,187
,38,509
,443
,213,634
,9,818,118
,
,
","1,458",Italy
"2020-09-14
,3
,(3) 65
,61
,(2) 125
,(2) 55
,20
,7
,4
,127
,11
,(1) 59
,12
,181
,(1) 1
,4
,(1) 90
,
,(2) 61
,3
,(2) 65
,54
,
,
,
,
,197
,39,187
,316
,213,950
,9,863,427
,
,
","1,008",Italy
"2020-09-15
,3
,141
,39
,(2) 176
,(2) 115
,20
,21
,20
,(1) 125
,14
,(1) 41
,22
,(2) 139
,18
,1
,136
,5
,(1) 76
,4
,77
,36
,
,
,
,
,201
,39,712
,695
,214,645
,9,943,944
,
,
","1,229",Italy
"2020-09-16
,1
,(1) 73
,117
,(2) 159
,(5) 159
,32
,12
,29
,106
,38
,90
,17
,165
,18
,6
,186
,5
,(1) 103
,19
,(3) 90
,27
,
,
,
,
,207
,40,532
,620
,215,265
,10,044,551
,
,
","1,452",Italy
"2020-09-17
,1
,(3) 40
,70
,(1) 281
,109
,76
,15
,63
,(1) 110
,37
,(1) 119
,(1) 22
,(2) 181
,33
,2
,(3) 195
,5
,(1) 63
,16
,96
,51
,
,
,
,
,212
,41,413
,689
,215,954
,10,146,324
,
,
","1,585",Italy
"2020-09-18
,8
,158
,127
,(2) 224
,(2) 176
,18
,72
,39
,(1) 121
,29
,99
,21
,193
,(1) 54
,3
,208
,
,(2) 84
,28
,(1) 179
,(1) 66
,
,
,
,
,208
,42,457
,853
,216,807
,10,246,163
,
,
","1,907",Italy
"2020-09-19
,
,(2) 78
,(1) 74
,(9) 243
,(5) 186
,22
,26
,(1) 33
,(2) 133
,24
,143
,(1) 32
,(1) 197
,
,5
,(1) 149
,3
,(1) 108
,25
,98
,59
,
,
,
,
,215
,43,161
,909
,217,716
,10,349,386
,
,
","1,638",Italy
"2020-09-20
,3
,(3) 85
,98
,(5) 211
,(4) 173
,45
,20
,32
,(2) 115
,31
,147
,24
,165
,
,1
,171
,6
,(1) 50
,22
,116
,72
,
,
,
,
,222
,44,098
,635
,218,351
,10,432,814
,
,
","1,587",Italy
"2020-09-21
,2
,64
,(1) 57
,(1) 90
,103
,2
,20
,13
,(1) 116
,17
,84
,(1) 5
,(5) 198
,(1) 72
,31
,(1) 243
,1
,(1) 81
,12
,(3) 75
,(2) 64
,
,
,
,
,232
,45,079
,352
,218,703
,10,488,676
,
,
","1,350",Italy
"2020-09-22
,1
,(1) 105
,(1) 84
,(2) 182
,(3) 119
,25
,8
,14
,(1) 56
,18
,74
,26
,(4) 238
,18
,2
,156
,14
,(1) 67
,24
,(1) 108
,53
,
,
,
,
,239
,45,489
,967
,219,670
,10,575,979
,
,
","1,392",Italy
"2020-09-23
,2
,(2) 108
,(1) 95
,196
,(2) 150
,22
,37
,57
,(1) 101
,32
,(1) 90
,(1) 19
,(3) 195
,(2) 22
,3
,248
,17
,(2) 89
,19
,(3) 89
,(2) 49
,
,
,
,
,244
,46,114
,995
,220,665
,10,679,675
,
,
","1,640",Italy
"2020-09-24
,3
,(2) 102
,(1) 104
,(10) 229
,(2) 248
,23
,20
,28
,(1) 99
,17
,156
,29
,230
,17
,4
,195
,9
,(3) 73
,9
,(1) 125
,(3) 66
,
,
,
,
,246
,46,780
,1,097
,221,762
,10,787,694
,
,
","1,786",Italy
"2020-09-25
,1
,(1) 73
,(1) 120
,(2) 277
,(4) 196
,23
,52
,37
,(1) 122
,(1) 33
,(3) 139
,23
,(2) 230
,51
,5
,(2) 253
,13
,(1) 90
,10
,(2) 107
,57
,
,
,
,
,244
,47,718
,954
,222,716
,10,894,963
,
,
","1,912",Italy
"2020-09-26
,11
,(2) 97
,(1) 107
,(4) 256
,(1) 216
,51
,29
,54
,99
,26
,(1) 110
,35
,(2) 219
,16
,5
,(1) 274
,25
,(3) 51
,(2) 15
,110
,63
,
,
,
,
,247
,48,593
,977
,223,693
,10,999,350
,
,
","1,869",Italy
"2020-09-27
,
,45
,(1) 132
,(5) 216
,(2) 159
,42
,22
,(1) 28
,(1) 96
,24
,101
,21
,(1) 181
,(1) 47
,(1) 7
,245
,(1) 47
,76
,31
,(2) 107
,(1) 139
,
,
,
,
,254
,49,618
,724
,224,417
,11,087,064
,
,
","1,766",Italy
"2020-09-28
,1
,(1) 109
,94
,(2) 119
,183
,(1) 20
,25
,2
,85
,5
,(3) 85
,11
,(3) 211
,(1) 4
,4
,(1) 295
,7
,(2) 90
,5
,(1) 102
,(1) 37
,
,
,
,
,264
,50,323
,773
,225,190
,11,138,173
,
,
","1,494",Italy
"2020-09-29
,8
,(3) 89
,(2) 100
,(3) 203
,(1) 140
,13
,8
,28
,(2) 97
,26
,(4) 56
,23
,(3) 219
,(2) 14
,1
,(2) 286
,6
,76
,10
,(1) 163
,(1) 82
,
,
,
,
,271
,50,630
,1,316
,226,506
,11,228,358
,
,
","1,648",Italy
"2020-09-30
,6
,(1) 51
,(1) 170
,(4) 201
,(1) 155
,37
,17
,28
,101
,23
,120
,46
,(5) 210
,23
,6
,287
,32
,(3) 99
,18
,(1) 170
,(3) 51
,
,
,
,
,280
,51,263
,1,198
,227,704
,11,333,922
,
,
","1,851",Italy
"2020-10-01
,1
,(4) 111
,(1) 110
,(5) 324
,(5) 445
,48
,29
,57
,103
,28
,(1) 144
,46
,(5) 265
,30
,1
,390
,33
,(1) 114
,17
,(1) 156
,(1) 96
,
,
,
,
,291
,52,647
,1,140
,228,844
,11,452,158
,
,
","2,548",Italy
"2020-10-02
,11
,140
,(1) 219
,(4) 307
,(6) 191
,39
,21
,(2) 66
,163
,42
,223
,62
,(5) 264
,49
,4
,(1) 392
,(1) 16
,(1) 72
,18
,(2) 140
,60
,
,
,
,
,294
,53,997
,1,126
,229,970
,11,572,459
,
,
","2,499",Italy
"2020-10-03
,
,(1) 162
,279
,(5) 393
,(4) 276
,62
,24
,51
,(1) 167
,(1) 59
,(1) 197
,42
,(5) 261
,42
,(1)
,(1) 401
,(3) 49
,(1) 111
,24
,(3) 182
,62
,
,
,
,
,297
,55,566
,1,247
,231,217
,11,691,391
,
,
","2,844",Italy
"2020-10-04
,7
,(1) 121
,(1) 173
,(2) 314
,(1) 261
,34
,32
,50
,(1) 179
,(1) 59
,188
,(1) 72
,(6) 244
,37
,15
,412
,14
,151
,(1) 19
,(2) 85
,(1) 111
,
,
,
,
,303
,57,429
,697
,231,914
,11,784,105
,
,
","2,578",Italy
"2020-10-05
,13
,107
,(1) 129
,(2) 251
,230
,49
,17
,21
,(1) 167
,22
,(2) 185
,19
,(5) 248
,(1) 30
,2
,(1) 431
,14
,(1) 83
,23
,(2) 128
,88
,
,
,
,
,323
,58,903
,767
,232,681
,11,844,346
,
,
","2,257",Italy
"2020-10-06
,5
,(2) 170
,(2) 259
,350
,(4) 189
,40
,17
,(2) 51
,(3) 172
,35
,209
,62
,(4) 275
,(2) 48
,6
,(2) 395
,4
,(4) 106
,(1) 23
,(1) 198
,(1) 63
,
,
,
,
,319
,60,134
,1,418
,234,099
,11,944,088
,
,
","2,677",Italy
"2020-10-07
,15
,(2) 176
,(2) 287
,(5) 520
,(2) 375
,32
,55
,72
,(1) 193
,84
,(2) 300
,65
,(6) 357
,(1) 61
,1
,(1) 544
,(2) 15
,196
,16
,(4) 213
,(3) 101
,
,
,
,
,337
,62,576
,1,204
,235,303
,12,069,402
,
,
","3,678",Italy
"2020-10-08
,18
,152
,336
,(1) 683
,(6) 491
,59
,69
,110
,(1) 184
,66
,339
,(1) 84
,(6) 359
,(1) 68
,6
,(1) 757
,22
,(1) 248
,21
,(3) 259
,(1) 127
,
,
,
,
,358
,65,952
,1,060
,236,363
,12,197,500
,
,
","4,458",Italy
"2020-10-09
,18
,(1) 196
,401
,(1) 983
,(3) 595
,39
,85
,146
,(1) 276
,49
,(3) 483
,151
,(6) 387
,(1) 103
,11
,(5) 769
,22
,(2) 249
,(1) 42
,(4) 233
,134
,
,
,
,
,387
,70,110
,1,186
,237,549
,12,326,971
,
,
","5,372",Italy
"
",,Italy
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
","343,770",Italy
"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,N/A
,N/A
,
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
,N/A
",N/A,Italy
,,Italy
,,Italy
"
,
,
,
,
,
,
,
,
,
,
,
,
,
",,Italy
"
,
,
,
,
,
,
,
,
,
",,Italy
